IPs,milliseconds,PUTs
1,163267,61
11,1031553,1687
4,7628,16
3,18792,27
4,49370,42
6,43773,45
7,709638,1081
13,476161,896
8,122861,234
8,38453,66
8,420932,735
8,742942,544
7,875550,1007
11,916121,1292
2,1704,3
7,485848,288
1,36705,12
4,85237,62
1,20329,8
3,54596,39
1,11668,3
13,904778,904
11,384737,469
11,499519,568
3,12836,18
2,1978,4
3,7699,13
8,77603,81
4,58853,55
8,107615,42
4,3882,5
5,49758,18
8,91593,31
5,35477,18
9,40959,31
6,221262,48
3,32808,12
19,1528678,841
4,17997,34
