IP;PUTs
10.227.97.59;56
10.241.31.180;71
10.80.2.120;72
10.76.150.87;41
10.251.87.249;70
10.64.250.251;37
10.227.57.10;4
10.249.46.168;26
10.54.183.158;23
10.48.97.228;24
10.105.161.94;4
10.85.3.83;19
10.33.164.169;67
10.53.42.218;59
10.65.42.78;34
10.238.166.142;2
10.227.118.231;40
10.208.64.120;34
10.35.132.102;26
10.36.128.75;55
10.34.186.222;19
10.74.3.166;15
10.239.23.27;99
10.64.157.150;15
10.65.17.122;19
10.62.253.228;17
10.104.0.113;4
10.34.132.2;19
