combo,puts
6d594846ba599221dd181dafc157855a, 139
a0b81cf0921b59332efe313d15e95dd2, 139
b5869b09cb5588cf2b478b7ff566cdd7, 136
c1a40b1010d74cf6760346bddacc2512, 135
e1ed30abe1b93009caeb80bf1464d6fb, 135
2ede77c578b8e4f83de0f37524913e23, 135
52aa5105b4198af061fa27c99b686f81, 132
8601174d58684ecc0c4064d51438d1fa, 130
54840c68894dcda9c81da5f43fd06e4b, 130
1303ce7a23aeedbe573f70a6c1aed926, 130
3515251037a490659c2a2b2daa2770c2, 129
fc3bc624a370dea13640041913dd1707, 128
2f16835a5899e256fa66ddc96e801f7c, 127
8d2e3ac9016c71de9dc9ff78dcbaf2ba, 125
7d1c781f807d06cb9b9ce19b8a343f63, 123
b0711922d7f0aeabacb0df1036919be2, 123
b1744bbb7ae1791cc915c243f6722331, 123
6cea2ffc77b08014a67eff0a5629125c, 123
60e1285596b273fe2dcd7edec162d1ad, 123
b4595f829ef44d79996a7552c6548979, 122
5eea76051650b4737e7ee12f261c99ff, 120
aa013f55feb104d68e8597f98348a4ff, 120
c2ee95d23d9ceed7cf35f4ed3fbd60a2, 119
f5380ca69be1fdb859eea99a0a1849a8, 118
aabf73c2d13561f59136fdd14f7ae374, 118
744187baa1e6dea46fe475427a56aa3c, 118
1cae777f72135e16a654dcc0fb466846, 117
98ce45308b4c60688ee8c2c91689641c, 117
4e7d57ff4a012bf57d523afa113e174b, 116
95cd63a59c57e4c2417b2fce1c7a10ea, 115
2acc200cac326a4459230e345a13e3c0, 115
c5dd115e15d317a674ad1c5c7d19725f, 115
e2f3aa61ba5b7620151ee099c1ce53f6, 115
83d6348be5112cef14768a387f60389b, 115
6896b16d930eeee890095f450a53bfe8, 114
798d4b75f830f1704b3e0b046b3e56a1, 112
9b3f43025ff71a72efa2e5ad6e66a583, 111
3c489d9c41ad4f0ebdbe5886b96a96d6, 111
946641c4bb873b69abd280adb8329062, 110
bbd41667e317ab3715bfb93ddd020f56, 109
2e472f1ffa51a76d54f6ac5a0d03230c, 107
4215c13e2b14764d9c58adea47bfeca1, 107
6788ff79cdf355afb9320644096d6c38, 106
9085ccf2500a1a1f4d1d3da80487ea8f, 105
925416a30e95c64155c13c6b7c85531d, 102
4ac039f4050d288c2062369885cdbdf7, 99
1a170f3ffdfde0902c6c02a6427f6344, 96
f3c48f400615d92854e3f42066fe5f64, 94
17b23fa79e56f8b108a197fa91eb2e67, 94
afef64bd2cdd1d87e1f8b865923f3886, 92
fc8a3a13f9ce734f13e81f2a779501b2, 92
dcffe1595dd480e20e8766b4e18de4da, 91
832da6dd0bdc6ac486989f30153e1a60, 90
2ab931e598734409a27daaed2f730c63, 88
8adfcc1ff7ce5b510210cdc99d9845d8, 88
d0103f6e5e8afcbefe8597965b1375c4, 88
977aa7364e6bf8a141e66c484d9b9310, 86
fcc07bb2e0e2d5dca740e9fcc69dd2f5, 85
711dad091978bd7ed1a9baa52dba7d5c, 85
8ffc81054e835855f37503ce5c5e278d, 85
7b71c57583ab66ef138990d3a46d9f08, 84
5bc4bb6c06b96ee31728d77a913905f3, 82
c6b67eef739d5a7fbb079c2344ac0613, 81
0533fb6d2d1e028e261e5bb2396f9347, 80
e76ed2f8c1efd674555f3cb7c31247ea, 79
f25eda1ff38f6f04555c12606c5192d3, 78
245a8283ee5b2c72d93c7ab4275399c2, 78
c5777b017243721f701966c6839ba482, 77
ba3a8a2dc7374d07f590d52d349d8989, 77
dd111cad4b29cded645c6936a819c3cd, 75
42fc9511cf6d5df545f736223ade3475, 74
599395c012947df3d02572d5c1280dd4, 74
cc6226d822f2986ec803ce23a8bf9b40, 73
8832074a79bb516eb20d2e62f68e1af5, 71
32caf958172457cee5d1a49e3362e411, 70
b81877e975ecf35ed0dc6391d6bbca25, 70
a96173b92a3eb38218502d06531e4d6a, 69
fb61fec28d96bd45cf9624dd05071c4a, 69
4d08c12e9108452752b84f69f1f70952, 68
ea9432a521e67b8bdc98fbb95031fcc9, 67
3da591522d64273d80b97aab190df3fd, 67
983601d234f4642239ce143ca8164baa, 67
40f1ad4c8f58e603ce912135bee0f748, 67
818506ff129c64b37084afd0cc2eceda, 66
c4bc4a25d873619a55a0ebf247793401, 66
74a04f9099cd2dd82ba90281c1055e4c, 65
a524491f11e8cb5d120dddae967172f8, 64
70532838f65d3b2d1ac10fc05e3ec128, 64
2a7c2b0913149df7d8399885565002a9, 63
a886b661991f38a664716866630f7f58, 62
04545c0186dd5d5450b0639d01a76296, 62
4fcbf05345cd1de22e9d9186d7df4594, 62
b2fb6e9399ca369dc78ad9ea03c41d40, 62
9d35743e8fc447be149b201bdef6e26a, 61
524df11ab95f4ddc95deb7674355b37a, 61
05b3b5886aece90fe6a3041f484969eb, 60
78fc30f9c23013212c4eef52dbd9d227, 60
cfbe5d1093cfff7ccc7ec499b383a17e, 59
51f1814195f5f37cf5b536820659ed2b, 59
41c118269848548f1b9d0824d4adf24c, 57
6a164581a5b659d6cfff922e61f71785, 57
de69773d031afaddb49eaa9f2f75ed59, 57
41a430fd20e9a23fd5426ef94574ec02, 56
2f21587238a633fdc3326397ed876def, 56
62d6e9828bfb6dbff2178631ca777b80, 54
9a74a2757343fef37e44fa30e849f326, 53
739571cb698e357c8218f7bd59e966d0, 53
5ba6a2f8a08375405c461837876db945, 51
a3f66faa903b78bb5f7c5999ab914da4, 51
d31538a9369f9f305d61787cafd94488, 51
fae2347d0f4153dadba3a9c5111ba7b5, 50
c9192d156f8cc3a92263c1d2ba09366c, 50
7702a1a6fc37b7ff252577d25b6a9262, 50
52f3e72a92732a83f4faa43ea113c81c, 50
c4aeaca6da42c20a6b0f5dd705d0fac5, 49
d4d19ce30f3440193c432b4e42195606, 49
54a0e9fa39355925b9dbbb33f1d31832, 49
2ee60c79382fa055ad3853bba9c52b10, 49
07cf1909ed39d879c7734c3567e80071, 48
1990784756241295313aefd039172d3e, 48
010ca82b740d9b0f4133f92bedab1741, 47
87a70e24777660359497eea8d282fcbd, 47
ee78dfa4ccee4b229c296e8648f293f3, 47
e2c03d500fc1459442767388c910c3fd, 47
1723bffc66460def144c9ef7ff692a02, 47
da205d8294063c9f41fbcc585c0dbad7, 46
d968b5d97fdb9d9fa7ee030cc54a9f27, 46
2525dae75477f4db7b4dd3eab974acda, 46
07b7814830c7d4162f84d50963f4bd77, 46
2c4ad875f96284194c53e69b2e0c1ea4, 45
ddf87ecf87e8067956434d1c6be04e88, 45
cf88f51c966c4efbdd40199ed27e2483, 45
75bbc08736ec97a89396da63522d8a01, 44
fd1a7451b27c36a8fe7a08d20734a85c, 43
30a93ef242b36f460e11933cc200da9d, 43
3836eca9c527141dbb6acda2dca0e84c, 43
2292c9db7f5953ccb22ff3ec0120ec17, 43
4d3ea64312eee983ca0b36e0f066c170, 42
7e951bb2092b583a5bbb1a281be5e3ac, 42
0816b9c5b66c93bae37d40ed8139e2e0, 41
2fa32d6b4595268d5f8752c24febd8c7, 41
2e2f7e2c14344d2886f489cf59e7a10f, 41
517e64bc598afde1f8faad29f284a11e, 40
688c90930767d28ff48d3df8dc141dc2, 40
cb3774c651b449189772fc92b1e19f88, 40
231552b79190ddbedb9dff19feca17b9, 39
be2f0303350bac6bf6adf8a35f9669b8, 39
80c61bb1bce36d89d78b827f4122dad7, 39
ba148bc12afa8b24ae5074cb35bbb325, 39
4d573297df7255cc896e53b4a8a614ff, 38
19f8d6fde99d63d07beeeec916e2de2a, 38
0d6b7e238cc9325a2d2108ef6e526ecb, 37
77b2f803d19f732b07cee666c0c90685, 37
cb1843d7a664c59dcb31370095817446, 37
98a175d0e593efec404066e025c734d1, 37
bfad3f84a1cde17219ba659cfb3d1706, 36
e9c71fd1f6692df157a3d36ee5fc312f, 36
eaa8000b118d8807135b0eb7d5a0fac6, 36
9bc5e209c0ae5a6cab62c6c7bf9f8579, 36
22d7bb8fcded02c3e923631fb0772621, 36
c8a41e962e4b0ee25aa368dde354e1e6, 36
ff6d64660cf1810eef63b5cdbbc513f1, 35
3096861be372360b4d2b9daa30b73ab7, 35
929185b427b8094ff1e102a7f39bbc01, 35
b2345bc1db2976c39838737c15e8182c, 35
5fd5a6190fa0f169a422091f83f7cbed, 34
44063267f8f612803b0d789cf0f97c4c, 34
c5472784c8fafaca3dc8a0096a0e3b65, 34
88c5be68ce0054ab743f67d2c17b5a0d, 33
8f139a082f4832c08ecea1a48a3cca13, 33
e54872502ac94d8ab234f8416219853f, 33
98737cb8ef93ef2e37fe14ef2e690958, 32
7e72677263a1a4fc02e7f0e0b3d0a333, 32
99d7f5030353c4e344f87f13a5003fef, 32
a239e8d38e8fd6253c75584faddabdf2, 31
f25455589718f79a2718f48d999e6617, 31
fee7e86e454cd23b5efac7fe41eedfde, 31
0bbc146f192695be1ec4095e977c91b5, 30
c154d3158aa5d30e3ae16424ba7a34ed, 30
891a8fe4efbc81dc475d156f8234ce69, 29
637897790a9d97ec0d1e50c1247892cb, 29
a10923f8edf06c5b778f6fd6ed593470, 29
48da047d08696d08af8fd033ddf06bfe, 29
20289c02cd80db867b0ce8b71ac9e489, 29
033230cfa3992d8c006c9efd6b1faef7, 29
174397e05515bcf47b922416fa9ca6da, 29
46613501ce55d8d26c196ca5d24f6dde, 29
c821cbb2901b1049325d48c6cf2447ad, 29
79359839da9714e1b37a93eeb1c1a6d6, 29
9d3627458ba45410909e83e847fcc4c2, 28
3f250ba899a99d6c35a57e797809905f, 28
b3604a01776928c983383d75a2875529, 28
a44b22aa8a968e26dcb722d1032a7751, 28
aa1c6db1ff97f9569f96c87c61968146, 27
ab6f20d9dbceb6d3e4e5e02301c612b4, 27
65594f51603ebc3373e1a02848bf8ffa, 27
8c8372f014f782f57661236e4d9cf7ed, 27
34564e40836eeedda12fa7c1f854dca9, 26
883a78bea1075ef1cb6d1620163973bd, 26
ca97552b52f6cb3a94c30a22974efb2d, 26
875a6966af67b318ef5af930fdd5c869, 26
f1369bf0a89ef2510387cd6a869d7ea4, 26
1f1527e04814a95ee04743529f2cab1e, 26
64301883ccd155b46dc6e97f0161379c, 26
f91d85bbf29a1af3a92ddb9284e0aba4, 26
24e7feab8bb78cb8ea800613111093f6, 25
df9d29ca65b821e19ec88a3ae5a83130, 25
c5137e5661f398c133f7ce46d7f223fc, 25
47ee46f4527fcad45039afd4d6a51616, 24
6b4b0e1faa6312b2a0688430e568eadb, 24
e6afa0102c839dca83ca4b913d6b3d1e, 24
d8d60c79b276ed533fb567bac5e07f04, 24
bd885bc5a51d3f01c0a08a8bf95eabd0, 24
007bc6aefcae9216a6f02cfc3f8b17e3, 24
92965503f6c02043165a2b8352247b5a, 24
b247fb6b1a6a4ba2f36dccdd97910272, 23
72a19fa6b270a22add0f51d19d1ad9ed, 23
09e249684b9c9f7d20536ac9816593db, 23
f17107f852aedb289f485908bde16c7d, 23
d4750933fef6331b3c46c6c7e7de8d89, 23
027245e2bbd78615b35d2e7160145206, 23
d4cea9e39a47b5cb012b1abf2efd8b79, 22
21ce6e47a4bc9436553f9e7c6421350c, 22
a31cb530a8ffd6bb99a0bfaeb503589d, 22
5b17bd4ad1710387cc35e9646b44982a, 22
1ba3d6af89ef10de4e5939be82012080, 22
1c3c95791208b8208f52c1aaed838ab6, 22
18011333acaf3ecfeaae1548a8b18beb, 22
9c83fe7e0f4c84db750cb8b43bb57a21, 22
1611899cd08cf4b9482e56610b4925b1, 22
d44f89330119e0f31f31e63e782912b9, 21
d75a1730d4287d22e4eb4ce5131eca75, 21
4e915567a7fedc9b942576466a3ffd33, 21
d351d2c361654bcb5de958c4bb1de526, 21
cdce333dc93edf4241099843f956664c, 21
0e617897c3a35cf6eb4d6ac5c7b198f8, 21
8ecacfc0bad71689e6132a58b80f3783, 21
e1eafdc6178bbd261516fbe9dce9c072, 21
5d6babd5407b776ade6519ca942ba145, 21
96a6efec46465a9f7d2e8aa42db44a88, 21
5d52cc480b7687c7df591a41b2971589, 20
64ff3477f3dfaea4e016453a2ab6a122, 20
b708ebc1b595d5184545b5ce8ae52fb6, 20
75eba740deb1825181b08992b98cee5b, 20
537723fa9cd8c33f62367b0d109921bb, 20
9e63252d706fa43e167ebeeb6914c2fd, 20
c62812b084f50b65580591641c7e97b0, 19
c43dfc6a61b15151069690666125ad41, 19
786b692c5d2cb23c07cbcae6187656bb, 19
a23b9dccb2eedfd79f0b888fd7210860, 19
4aca126d568a1444ed89fcdeb8c93bc4, 19
9e62343c695ca5e34727b0dc52110f61, 19
fd214c1f6db64fd206be0c0c85bffe34, 18
3a086a1ee884d28721501f7384fe8582, 18
8ccaa3a16823a42e2b0e7110606a266a, 18
fe9bad6fe2edfed919b2b2f39931dfb2, 18
bf3ad1f7735154c0e2fa39a996381a35, 18
740fd0a0f18d1252642b895ffa8790fb, 18
dc2d5780a72d4233f44f08a55d69435f, 18
76e5025ea4e440e33135aadddf2a11a8, 17
44eb4cd3de9027cfb4f7d02ef678fa8b, 17
5e7747fff54b0749f9cf135d3c506c56, 17
2d57e3bba3399d092b1d0a1d6c2abab7, 17
a6bec73c4643dbaf9dd3347340994457, 17
290525612d1121f78f3e430c53c08268, 17
a365774517786dd9191f90d700af8c3a, 17
87202176aa4dd59c3b3560858f9a855d, 17
36a767416fc381060307c804b43e5dca, 17
b8177666494a406ad2b72d21b70511be, 17
7e1721f0ac6b4f75655e2f99271273dd, 17
8cba914207ed7d70ebbacfd71a921697, 16
585260c81e67af635c7379759ad6a7bc, 16
7a49ee0ae055ad24879022f803a580a0, 16
d284cacc8634c9a5e65adb4a83f14942, 16
45dc66cfe197bdbd75fba1b119adc214, 16
2f81d1d24551312373f59044c77038d4, 15
f5600cb03eb88a544a06e319f6bfce4b, 15
37fdcc3f9952d3a13987389fb8cf9a07, 15
20d2ed27cd77a1932668317172bfc948, 15
69c84ee30c4dc2eaa5c9976c4f707827, 15
edcc149a2a8d6269690380ff436aabf6, 15
26847c38954d9fb2212b21083205b441, 15
7440ce77921899b0e5a8cb028b0116f6, 14
70e8ebbbeecbee9d8f0c78c962268c0f, 14
8ba68f423262a47c7bbacd7d519de3cb, 14
89135944fd67dd031901b2f92c52d133, 14
d4dce9803a8a84a6f1426c35ae906357, 14
53054b43d2e24feaf76efdcf30e94057, 14
dd05d8db6802f484f8cd79a96e96663b, 14
1694a3a5ab2cbcca358c8eb706367ccc, 14
aa81b954b07768074f88fdd228388c85, 14
c00608d4cdadf5cd3498b88b63c0d65d, 14
acb25c5c635d67c81d8f34a82c8f08b5, 14
d15d1fc33a9d218a3389502199e090a5, 14
1c6474eea6149f0dfc08c097b2bdd8c7, 14
f96a6a795052cc623878c2d93f772216, 14
b35b4fca6fd621b50eb2a5f2fe0a40a0, 13
569ff7c9750f778e03640b3e89f46f01, 13
c18d44be834c7e74a3162f2b6e2095af, 13
47e0d08442fb65f41b1b7777cd64d021, 13
168788513c6d6d525ac5b81a464517de, 13
c7272846761a1cd8dc07a9457ead2b05, 13
adc4c1424d9beef5880471b0a1b47833, 13
705490bab14ef7c0ccf1267e4da2befb, 13
3b5bf285c613a02bd632f39da8b26907, 13
b146dbea4e934dbd13354963e87830eb, 13
dd2145bd59e211f3f065eb0c3ff4212f, 12
dbc9dbfb463581c4b5d67c2b218940d0, 12
49b1e577fcf3d4e91f0165482f37029d, 12
843d87e448f7300403cae52dd6b738f8, 12
3d6f51c36e74dabd562e318e1a727390, 12
62e6399c2216b8ad14385990bf1a0f3d, 12
bd9a36a65ec75c59bcc357df4f584046, 12
f69bb6f83bdb4a82bb755e73845d87ec, 12
5299da30c25d8a3a3616d22c8e2375cc, 12
71c64d43135e4233977c4e035fddbaea, 12
6ea2bdbfff9d816fd457d76f252d2bb6, 12
29661280814bab6cb2fa88a793a6f3c5, 11
02ce22e5b0fbbadbdbd6bf679094306b, 11
541240ff5a526e8ba368c41f8c205763, 11
1625dfef9bd8f13f7537ce2c8dfcf5ea, 11
74fc56e764bf937a637c81dcf64c4583, 11
fdfc1f6728a98e26b865f37d4fb64fb4, 11
6dc57d990f610bfdd4035622a2d04939, 11
cb2fbca3bb7fdd0346472f80f14371c7, 11
498badce208d925921baa590d0f1bcc0, 11
158a8539b779a097e54a9e5d05bc0951, 11
00e9370bccf744c931ddb2eaa5ace55d, 11
64ba4fa69193e5ce96cf58eb6874c6d3, 11
8dcf53b5dbfb9f0e7cc399051dd28847, 11
371aadc01e0062d56c832c2b7307f901, 11
69fc52fceecc36b8c3a847a8301ec5a2, 11
cbbcf6ed98ee8dc844a578ebbe40ab88, 11
535f31c5a770a1870c410e1784d9d9d3, 11
ad217e1e59dc884bec24efea019b5f06, 11
7823a533ab603f26e456ea8e32c8acf9, 10
ce9490a58960f6ceb39edce15e8e6ada, 10
74973d3737aa97ebd51a9299fd8b6472, 10
696393cbace46cf3a4484863c37eaccd, 10
29e0985a6959040efa3015eab3e171d8, 10
8e64d224530e5027162d209fd1d65d76, 10
43e1666e85353097102e16ab70361212, 10
9a76010db637e9ddb9c61c68ea8c336e, 10
5e76869d48820c865fd8bbe6af06e1fe, 10
c383fab6cbd0bb240e5ff813d6e02b91, 10
e85b17fa3d512b7be2d6469a30e486f1, 9
7655edd760a8671d5df141571f9c52b1, 9
b135b1e5b1eb8c9488cc37f2697dffad, 9
69d2da948f684bf3a13a439e4de9ba32, 9
24495b2ceb1f5f1271892ca6b8563528, 9
312d99142ef8c6a91a9a2d177b6bf85d, 9
b2b8e71f880ea4af86798a47d51d3f99, 9
77f2ae79bdf56196affe45b449ed436c, 9
cfaf8743ee4ac8781f851f48f368284e, 9
94603ad7a3cd578dd6f65ce6dcece03f, 9
f6b118b00894d866a85db4f5511859be, 9
b1df0376e6bce3c9e6a658eb79e0cc94, 9
ee09ec5cfec81c74ef0de77444907494, 9
75129b59435b226bde3682bddf028cb4, 9
05a0f6003b350282d2d80da7abb2f764, 9
1b9a4eadc89c05e795c2311a812c72a3, 8
ce3645c68ca67b99f1b87ebe36239282, 8
b2cdbc4bf75ecf08745901bd38a4612f, 8
ad255814ec2b28132a52b6821167102d, 8
e43b645b591222ee2f1bdc7aaa3749ee, 8
7f8fa4c7387b8884cccc08559718ba68, 8
3eedad7542006fc026aba9c34ade8201, 8
1ae6888b906aeb65483ba09898e51b5e, 8
890ae5c2071feffe0e925a83d9f6d4c8, 8
5a0eb3ba8340e2a16ee214298ab27cb0, 8
7d69947914244a1c4f27a693be70f4bb, 8
b66bee3b79d7d594d8b4a4f66c322bc0, 8
37a5f4eb37fe11d849c8483ada23ae4d, 8
a4d9ce73d7bf618be494677a6ef98129, 8
d3c72845211300b616590fdd6ad24abd, 8
6b01cf1eafaacc330c891a7bf91cc86b, 8
5a56c16562051f84bd8d11c3d6dbc2fc, 8
46546ec4b7e63a50acca416449ef3df7, 7
a8977605d5bdbc207e26e7eae3653974, 7
a8e916deb1471e2d6534eb105f952480, 7
5d59b45c5612525d06819f4fa9c6d5ca, 7
4a5f6239c153b8859f0e1c090a983409, 7
d349e3a128343ab00c1a3d357785bf57, 7
9ed87ce24da7d47700922846f2ab3a43, 7
759084c169fb9a27bea211b6652bed92, 7
7da0a8d23d85ec3f4c281a93432b6ac6, 7
64d572fd79d3b03409aa3afa03c18cfd, 7
7f76de3e29adad3f8bd4c0a77a6115d4, 7
ad01c3a8ca28b0ac2e56c1d5b5d04d33, 7
16aa16d437460fd56e0952c81c3b2cdd, 7
3d373a14bd75d1ccc009d9628423c0f1, 7
ff0a161ef878b484f13fd039930faec7, 7
031361d0b07a7a61f960084975c68650, 7
c42dece17eccda3f3a119f7f259beb10, 7
5c182fbc0bb7ffd455cfcc888a3412a0, 7
65fe8173b806e6d2d74ad3da29b43164, 7
a6d2857a257526480f3096b4ce0eb8e5, 6
9db00d7db9b5fc0e029ea8984482aa55, 6
007b2370c1e4dc333538febef6b7a47c, 6
f4253bfc9772592483029de8aecbd3dd, 6
f929a29b6f4c966621ae413620f06872, 6
817834dd9f63f279fa96ad06d54ece4e, 6
50b11b7cefc255584cc0fa213aff00c1, 6
fb7c1376d685e2cade35bdcd0fd3f662, 6
d83db7b3f4a4c495dd711a3608dd003e, 6
95b864ffcba56b38601fc8ef33fc532e, 6
c06e8ac7dc80ad2ee54f4f6dc6ac7904, 6
6793cfafaf447ffd3750a7e3c538704e, 6
a961b2f31951114da5b4f32064003fb9, 6
a5460b28b4ba926054fd351612868123, 6
4d816da0fe9c2d08a02469875da8c285, 6
c8de49ab53d6a65dcb06c55db137fa28, 6
07a0fb1659d3e9659fc0d74eb4371b69, 5
608b60ad7084fdf4d95ca7d614b21e29, 5
cd3739452162d4885218ce71e6817f64, 5
186950bec1335c706834a0b5f31602eb, 5
4f995192fbc70e015060d34ab13fb28a, 5
deb926e944b9426ad3e6cf27760b0b20, 5
1562e0605f6476118e0d1799b6504289, 5
6991bf2f14986def539625f2c34dc87a, 5
d8f418a16119fd92ba1792c2fdb3fcea, 5
e550e2c30491ee1109782d5783f39af3, 5
34c915329225c9919bf70b333225608a, 5
a370fc5874e2953dbaf65f8d31483fb3, 5
5f5f1813da0219bd2bd1db918fc21686, 5
094bb3ea5546879245213d4d62389efe, 5
bdb87a93446bd009ac90dca0c2595908, 5
7633e8e5f8a22dc0dec4782f392c525c, 5
e7214e8d2131ccc3e6e6b448ca833c13, 4
a9a038286cb15d7bb1f6e0fe64701989, 4
2966f7c3f2ecb7f686904c1efe00216d, 4
27becce911b157211590c9b939ea1274, 4
277666cdddc78beb8ab2125fa94efe27, 4
7b18a1629432fbc7006a494476b74901, 4
48a3c4865cbc221e5d4a94e9d82d692f, 4
09f65e3f565bc0d8e5f92bff4b182f3b, 4
157819c7da623eb967c27cc42b00652c, 4
4dad0dabf18ba94f461fdcf430e411a3, 4
4ad9f88f8127efdf80946a931f57b4b3, 4
966173b40e7e4a1bff5563f0d6f17478, 4
478a831047c7a537c80c0e5a2a9c91ef, 4
9e187bb985d7f528343e0a4f5db71389, 4
3a6e5a14c4498aa96d4a5354f2b48c82, 4
f67aec4d51aac221bec2dc1e3e130e14, 4
ba342b88627ece94d73cfea383524e43, 3
e5a4e190bf9cbd83082fe29464d113df, 3
175ed0862d73bd7576cd4f125cffdc16, 3
86678c9e8a6ca85f78a36c958da12609, 3
d9978b4662af03a1741cde2f7ea8d65f, 3
337b0671e6a81171f5ebc9b0035210f9, 3
cb89146f5b6ccd20099ebf9f7dab52ce, 3
747a0dbde984c4ce80cd93195286ab52, 3
43d49be828bf5772968a4e9601a22713, 3
2c2c142024b5a1b7a1715d3b514decc7, 3
2102d7f025a91b0efa42fd48262f9733, 3
bef523e73d5d93420585ebd6babbb77f, 3
f8bd342f911aec93c1b99a125585c109, 3
3115c9d1170eae902f1d8dd198cf317b, 3
b6a2f9154b68a5dbeec5c3a4ade15847, 3
c77a0f640aba2e43f7de7d73871c947d, 3
1ddf597137cd7a61dbdc7ecfaa8a0cf4, 3
53d405059824bac5c67c8484ed5b7338, 3
6d2b048086772cab18cd58df684b1191, 3
e28f666d7cbabbde1087f873d1081363, 2
8a5cb236e53491eec0afdc319552ee82, 2
a7b7b0dd9c58264f0a69cb28fe9bc06b, 2
2447a42600cd1783633afd2c73436327, 2
c18f01b531e4b31c0951382b52cb4586, 2
0a33931344965ce0f1721e840a67d187, 2
95538d1128f4ddabcdc66b3b9e07c95b, 2
42df70bb8c0b94e15e54bf013938caba, 2
799d113f1afcf46a4d4e3ddad348e678, 2
65c1e7c917aea40bf021fba41af0580f, 2
d33169a52a39b7aab90e1f1f5ca6b385, 2
d6b4aab769249635eee07e9351e16dd2, 1
1e2930356a83ad2990c27154e0607797, 1
