IP,puts
027bcbcfe25c0c4891a97bd6427a4b6f, 90
b055448a025d4b0aa46cce0362c8543e, 90
cd917079136acd61ebfa06696da565ee, 88
5f2a68110257a44da1309fb41e8329b0, 86
1900d29709f2de21a825fc5d25183e3a, 84
81bd99135f739cbfaefa5b2a1475a3ff, 83
8b07fa3371ddc7b95b4053dd7dfb4cfb, 81
62a4b3f4025b34538a98358d8466fb69, 78
626faffd3eec5351a1d72abdbdcb0c92, 78
1dc24d52785fe74784a0f8973b4e395d, 77
641a88103d646bdad98bacfe90b144c8, 76
23f24fa533ef76aeceb30b39c929e240, 76
27d7a8d19463aefee541eb3c90c2e6f5, 70
c94633d9623d3645c0fc669485269d10, 68
4edecafb481748fd16bc763e0a4fd16e, 68
9cbb2463b205d3f6ebc0500619c26392, 67
c27469fabcdb36fbbba0e1348427602f, 64
dff1774f908892d613722f6ed51cda93, 64
e1b584c20720483ca33cad65233761fe, 63
aa73096ba981c48b6239850922da2be9, 62
3842f29d1b0634f035e9bd14826ed8c5, 60
4ec8b6f389d3c5cdc41ef3cc3c7b085f, 59
b3eef3e2e609151e3d74f4ae45ff5d0e, 56
36ce6d2c9d7d9512c712229f517252a4, 55
561deda03676112caced7e45d4d9839d, 55
663e61f2d14ca47ddcc424f2664ad390, 54
51997925e35bb9162d65d7475a8554ca, 52
103c5272e5eeba2603202335b9e867d2, 52
f9dcd4b3da92b72b97772a8bce7e9270, 51
dda4d0a2e3b2689b2bbc9a52fd7676b6, 50
628984a7151cfbe03e552aad6dde6e82, 49
43423cabe78ba79c6de3fa419f0577bf, 48
b919ee56ea0d5e9847d831e644ef34ee, 48
dffc365e307d53a563c85827c7e2b7e6, 47
fd63761ac2187b1801ed4850b4707b9b, 47
724d2b4511c4c61c540ecd6d2872504a, 47
5d5cfeb742546435f212fa823665e918, 45
0060c3913bf1dd7f901a5f686d5448bd, 44
d95bd5e2a35fb201002c11ef43780c11, 44
cf8005883c0b38bc710307da67c659da, 44
5a2d363427345f6713b1012d10fd8a48, 42
fbd1b20ba0538e2ef166ac1314a4a45f, 42
e00b20906e05ad4bc2416a225acc235b, 42
518647cd0623b3712ea4b8542041a0e2, 42
2d35468699a0db4b793e10953a9970f3, 40
c508b4009b4065824c178f40b6c3855c, 38
fe144e76ea244061f616ec3508e54ce5, 38
8acbc4f19e73f98cf9ec67c62bd89c08, 38
f95c9c21e42c01f8511c32d5c8bc02be, 38
1c706ea8b558c2cf1e3a2379b82ab357, 38
bf56093ec9af68b7ef68d83e773ef114, 37
7d739c69be776262ecdc094367137611, 36
19bf3f9c234aed4953c2025087a8ec0c, 36
5af4afede613c1aba96c2b67329d5718, 35
ee30b543eb67eff6618a02b02855e13f, 34
922e8294e25c876bcb8aaa857998cdc0, 34
98a44bdf3fe6312de22af562f32328c3, 34
d5321d9e8d0adb0c2df587cc15e5e86f, 33
f901a4d5171fa41d2cefbbcc090a4aec, 33
0f3f8a0a2aa99c78a2a533de5ab9676b, 32
ec72831ed4bd115a0119538a1feb7217, 32
5c6edb650f83861ae34b3a7048bc1fb9, 32
cd07a3334e259e99f2dc251f152b9c99, 30
8d3c3449b5918131e290eb2dc577de8f, 29
5fa391d4063e7a787e3702f24c179ca2, 29
e85e92468bd5f7a40274add38824ed1c, 29
b7e2f5ad90914041da9de78c571f2d05, 28
37800b6995e2dd8d0bfeb1c41fc62a41, 28
f64fce4f76a352c45745ca3340f68e1c, 27
6ea71ff2d4c9eb884de4d7cda225bd12, 26
8421be033a3111ac0c0c5f87c386f6a3, 26
f6ffcc6ed5b5cc6569fcbf517b819ad9, 26
e3baa6a08f2a7bb2a843616de0894f14, 25
b5f307636eb5996eac8024bc22756477, 24
45ae03476c752f3c798ac435cbc11946, 24
bea3fd19995735e1f4b243d3501db3a6, 24
73f3a87785ae42a099fcd2be412d9c90, 24
e76a40f25fdaa9a8c6d01e3dcb9decad, 24
92482fb4a79ec67186ff8fd57a9bc459, 23
53a016323333d6bf872b780389c41a48, 22
0566745585a4626691b4348507fbb2d5, 22
26adb7b10b3991322b6437657efe783c, 22
5ad4baa72c0ec7536846ee52d2f772bf, 22
0a5f762988e614e286a179392c7494cd, 22
8ab2c47cffae4c2dafc221b8ce3f8b43, 21
7a7fef76ba5293b149f192ce09b4b2e6, 21
bede54ec52a5f2b6edebc032a6e9cb6a, 21
5c4373cb663123ef29f1d0d1e9768a42, 20
9d1f5c63fc0868fa2b68f6f660aad747, 20
085c91078e9544226127d8f4ccc9f304, 20
ca98e65f96d49eea96f18611db13a186, 20
e4ede2a4567cc93bed8ba2f52fb45ebe, 20
b86e5d914fc1b3561297a7f9ac54d669, 20
226ce0a89d8025452d8e312710772039, 20
6558fcdc4ee7c9cbe8c3a968a0dfbfed, 20
e454a8008e25f921e66a1c364e49f561, 20
dc573f8aba30aff4c354223f7b25cff1, 19
b4df44819c09cd2fa43ccebb639edcce, 19
3fd43dce8ce308b1ac4195d6a6b36d59, 18
9010d81cfaa37af1e9febb19d39b7810, 18
f1ba2230b955ab5bb298e7975b9308ad, 18
5ddb0489cc21b81af99121340758d109, 18
4ee1daf27836bdbf8ad31fd58fe04d8f, 18
c97f890fa0469f725d4860b5c885712a, 18
cc45319f4c6f9ed49fc9a915801d6bfc, 18
7a27ffdc4bea8d6ff0b4272c2aa2f97d, 17
5d6cc6a73c8d5ad0b4c5f7c82790bd88, 16
d3b8c21837579f732dfde909a2fec90b, 16
4161da32b7194a7d17e392f90e477bee, 16
5379d21f55ee09bde00732b7633c8cbb, 16
38af817c093002b0c29328dff55da5a3, 16
c20d0bb31b969ee0528709f85b597854, 15
d161db5dd167afce32afd77c8b1e51bd, 15
58dd652e38db93cd3066e75746b99b10, 15
c6c15044d4f1f1503372796612c73335, 14
6610b4c2666827068eb1c634b9bdb106, 14
f0e6939f7a2b3eb96c54482761be7640, 14
12720ff8b493043e58548cbb8f6afe61, 14
4284749795bf56f09f61733ae5da0be4, 14
2088d3ec9ed8a0619e0150079381339e, 14
ba083c1756da6edf14e2486e8417d705, 14
9d3f0cf1f7989a42c11d732d617d46fb, 14
aff95ea03c183742f9c3b11d88f7470b, 14
aba112bad6e404a901c43503537c8908, 14
19f001165421fde5819a49caf83a7f09, 14
31b8d7f5ab09c67932552073e676a1ff, 13
f2af419e242869792813091167de2897, 12
076c3fbaf823c1ced0b93f18af950abd, 12
899c4a073efcee8ec15e048ba5011f8b, 12
a35079ce5a903e57c92fa0674d487381, 12
fe73e92150ea2b457d2fe568d69f3ddd, 12
250386c67fc33b518084070e0515f28e, 12
a4f66302284aa1bb72ffa63ff514390c, 12
87cea52a1a78f4cd4f7beb64e6a700c7, 11
679c18ebbc3daac9c27e06b2598e5445, 11
8e1832b9b22ee5df5a08ef81948f6155, 11
4a1f00d890e28028cff20250f39b77e6, 11
fd38b9564426640a307a8fd6be761930, 11
fe71c4fbaf5545e9fd75cd17a205ec76, 10
e3e73c362ff763d375facff0cb950921, 10
304bbacccfd35e08885d550906316987, 10
18a665a2a4134b957bb62f55a7e630f5, 10
3ecd4516b1db2f6fa086b6c0949c7463, 10
becb2fbe3777d9a2e8bd24db383a4c80, 10
be52c35ccd2b4f2058c3b839d85216ed, 10
5758ce0133b9acd51b3f9372b9cb12c0, 10
7b110a15f8b09e2f930d92ee3f93fd1a, 10
f9f348cd1c2cf8679f2a72d756e3084a, 10
f716f89679f6ba071102edadc8817295, 10
929ff931b7867246d2e645abad076a5b, 10
c95aca248b3abcd90b25aff6e8d1ba28, 9
b92d405fafc452ee706d63754ca5fcfd, 9
331bb2ef42a8b2ac23b70a8eed9b18b7, 9
001a4a35b6c43efc27ea305a069c3efd, 8
a1936cbb677757f075ea77f337da5aef, 8
665485526c581110a0dcfda5f30555a0, 8
241cc7dac0fff2b9ffa3b58ca7e930f2, 8
9b9945273cbf83a9b9de92e8842075d7, 8
8e6c58cd28b140309befd8a297e866a0, 8
eb822881f42da8582f7e80fa2f628cac, 8
8b188b42b2a778e13b6aac2c21ebd4d3, 8
7c3fc1dda36947a454989852fdd6113c, 8
6a0658e114c8cceb36accfd436f6ef9d, 8
11cf5e7469ceb940135ecfe31ba2919d, 8
e1fe61297f3498c0d2e963694ab7bab6, 8
43ba93dfbb18c5adcba40863e5a394ee, 8
1651c8218bca7e2e47f0f4025fd91336, 8
dcf9af85bcaad7e53316bc894870f5a0, 8
f29257a9e2888fd96a6740d5582dd748, 8
f19997049277490a2683f34f0b3c6f85, 8
e56fba155f3dbfd3afc71c36eb2d10a1, 8
50ebb805de33cbd640554a32e3df1e3d, 8
90ddb44f5530f72c80f95ff1f596a5dd, 8
73a137386684a01e6bf6baa5f2171faf, 8
53c6bfacbc3c7639e8b039f58a95a9d6, 8
30cfe98d6c50c2cff9bccdfb1a9117b7, 7
3f5fdaa29ec45e7edb6047593d4a5ffe, 6
f6b29c04f9c6c252d4b12573b6ed8fe7, 6
b2130bc1b1cfdf02c7362c549fb27d34, 6
8c334702da0cdd58cbe2f9fba2b3b16a, 6
28ff9436d1eb89772bda5f9c41fffdf4, 6
979081ce364ef654ab7834f9576d1223, 6
b6da4fd419d9cfd896b7cabd584ed091, 6
ef34c5c9e12a5309018317222f16fa28, 6
14a0d0008422c379ebd5c0fae7acb6ec, 6
526dfdb2aa7fbbcc4ae1f0a32c5693b8, 6
9e6416ecbf55bfcb23f36d2b80b1c02c, 6
8cca7d374a63179590a476d6b07260b1, 6
5084aafa9c1c76e67e72bd78e51b2fcb, 6
7f09d5ff594ab15433f246e3c716bab7, 6
8656d6b3190e3870b2e6de585b34f160, 6
eb7bc6b18b8f488f6191cdeb06097a3a, 6
6598219fccbab8cecd5d883b8c100939, 6
bda8a13a8fd1ffa4a5cabef02f56294b, 6
10ee3fbba77141afe31e44bf38fd82ad, 6
e503252583a101cdd3081cfc57c48df3, 6
172a7b53eecd11c0c56f36f61089d183, 6
59ac0441cc38aa8d413cf7838345ba30, 6
fe320625bce95eca449b2cb0e6474912, 5
654ca670a0c1b4c324e33c3ddda3e67b, 5
5fe1b2e05c1c340c2a3925488a9610f6, 5
72e008a39510afc12ac383ae9a30c4d2, 5
f102f67c43bba7b0fae1f5a586c00661, 5
0b40d0b00db29ab39a9935bece751f22, 5
9c4ccb5efac01842a38f38984bb42b1a, 4
9427f89945d80ffb53121de1004d0dd8, 4
438cf9f3fe8d6d49e002fed9ede44112, 4
26397f313a0acf1b941de7e8685b1bae, 4
b079ea2ab9ce073ebdc0b66c217355b4, 4
94be0009cc03eaa8b3192e143ff88191, 4
66d34c3df5a7e23ba505f9b90f19411e, 4
b6a0219323144e48444bd2466ec67190, 4
65a2a5bd608a22b74b119abf4330b540, 4
b089cbce2a8b7d53b47b8c434037c05e, 4
4ebcda9757e51be6c01ea480aa89ed8d, 4
97a75935d026b2a2eddc2f9deec98ae3, 4
bdedb2a00dfe212c8e9a4a59159baea1, 4
aefd13fae094370e2e0532044190d270, 4
a2e9b89cc0fa98c7547eac2f47faa234, 4
f0ba03b6ccc2fbeab85bfa6830949341, 4
00a3d2ca201bbd0916b254f2c457141a, 4
bcdd484dd90e4318af8c505eebf10069, 4
5f0724105cf0bd72cb5ea69402641641, 4
785ae651249e12b02b6bfe381d3ebf60, 4
4d0a7773dfa1802613099408f40f8349, 4
17fbae19fb5d16bfc0fc05e8ea5d204c, 4
618c822fd672b40012c4975b44febf47, 4
31328a65fbdacb854aa5dcea94d78a93, 4
23e69cdffac1c3a36c1fe760a74bc4f1, 4
53c9fbb10fbea81955b680a4152a5463, 4
e003d1be6e1b52cf8002ca05964e50d6, 4
38738f8bb3d10275e0fa7d2904f3aba3, 4
4a799d681e4ae801eca3da57a70ac25b, 4
2d16044fd9fcc1e915c9710dcaa217cc, 4
b77c6c91d20836659ebe06ae8c4795b8, 4
15107e649ecb8206239d936e38340968, 4
5c86ff731022db8dec2b162595cc045a, 4
180564f48483f4b0d00a8aa50cceee0b, 4
5121c1b9f8e28bbba58d024433644493, 4
910be8604490a51b791b6268c7db9526, 4
3a872f11207052b0bf8780520835d24c, 4
00601683b1ff2e20813b15d4adbcc1ae, 4
00a5ece619d005f8434166f6308739e3, 4
335c5c35e9d618bc4b46889929bde9fe, 4
63dd74fdb5b3e767697acb21e2091ce9, 4
1af2b438da940d6ddee305e5e413aa5c, 4
9957952b68a217d58ca2c6937e9ccceb, 4
6649d5cda8da9d1475c10cb18cd85cd5, 4
58be2447765a24a4c9aa8583f9a0dd24, 4
757d42ce368db9b88710cb6c8445cb9a, 3
3218e1b854c9dcbb081855fba7907d56, 3
fb4d41397af4c61fb41a7bc3e2c00152, 3
8156f97f0b3e858e889fa4bc1ec4794d, 3
3a49f2757e1e3c12ec79617d6e320c5c, 3
d6e3fc96440443869b532f35be90d3ad, 3
7d8d88c379bce128f6c1180ec7caee3b, 3
eeb3fd462493c0a511ea2f33d2cb8317, 3
934d19c61f781130d8111dec0652a640, 3
e8cd0471bf5533e201352e2c202c4110, 2
3bb31dd65de4941287a699de006da9f3, 2
b75351287b26f9d5ecb4e4725ee6aae6, 2
333850bbfe89d77dd513202d399b9fb3, 2
4b07acc65b63e5795d68336e928303d5, 2
b8794ef9943080e35b4e6866e1b6ac20, 2
19fcec7558adc66c403784ea490051e6, 2
1abfeafac59becc94e16d68d4487cb37, 2
ad6e7d405281bd631aff6afb82e551da, 2
27baa02a7486221fafa95b8985873a0d, 2
f598db33b93a3f86b3fdad39fd597f9d, 2
c342624fcefe6ad90a584b2b956eccad, 2
09aef46dcfee872aad9ecf8fe987205e, 2
25aaf385f941bc3776fc66695762cc40, 2
2237c1a6990f64b8f12e04c54b416f98, 2
05364acb10196465ae11bb86f1a706c1, 2
ab9c87d78566fb638b55cb19f88a513e, 2
82624ec04f3deb77664feb452e102537, 2
741f48f858aceeba69986ca008e5a7ee, 2
957589b3ef7daa2df463b50d700e7773, 2
67a7d546ef36af9e6aaadf068fb45de0, 2
0f5872586eb2950f00b4d8bb79c7a361, 2
5f3650ece296d976d2e7b9d1873ef46e, 2
35ad68f8961756273e79674e3995fde0, 2
e7804cb87e16a7846a34d5eb6561ac7d, 2
7c94cc8b594eac85873b4ec24f071b00, 2
a77547aebf01fa7d9dce27a2cd7e6e31, 2
98999bfe2e72efd22c5ecb547df64ebd, 2
47b603a8d4079c2dff1b21d2bba1785b, 2
2ab71488657f979d880b8f61753c7a0a, 2
d0c23b31954a95e72830957cbf5f0acd, 2
482580718b4077908cd5b50637a4bdbc, 2
7c1ae3e289ee0ef963ad6ebd1599a201, 2
21fc58f5bf3f48a718505b4e8f4eabe8, 2
b893bb602f9f2ad4175485bd0e4c751b, 2
026065c85d7b0632e2d723e27bdd9c7b, 2
4e0e0bf36ea3d12cb1ba3baa4c9baa7c, 2
d1d5fcfb2dd29dcb6f16bb74a9d2c866, 2
aa2cf2cdeb1edbda71b2cb4b670c1697, 2
1169a3ad87ebd3890050462fe4807b68, 2
d12a8d056d6cd625ec9c17f411c857c2, 2
2f1cad0829d61fc411ab5068efd295cc, 2
12fb5d06bc5d92efc92707be54a4401a, 2
94369fd262d7b260c15928f0b88b51e9, 2
49f239e33c0611328775ef496965abde, 2
c052a90a47f562ee12d2233acd142b3d, 2
213e8274cd54ba2a6695ef98105ec560, 2
21feae199afbde75dba09d8b3782ab18, 2
e6be6b0f5e806d4514b63fb9b4ee8b99, 2
7630e7c7c684563ebc9cc12c6ddfe29c, 2
13a310e46fdc21da334bbe3927e9903d, 2
b9c90dd0f0a69bfbd1225628915eee3b, 2
4e1d8d8bf13ddf6fdc027adaad2e3ebc, 2
65a0c746e8407261d6bf2d9ce3d5adec, 2
e541b91c2c947d2348c2a822bd4313e0, 2
d7b6dad7a3c3852633a54077aeade3f8, 2
388c699379acdce4136e7f92e67c95ef, 2
c90b413e61d6d412bd3f9771341b00f2, 2
8e2b9e7995c142eac30b9c901eee0ce1, 2
089bd42bc2037c7dea562031a1764e47, 2
8708bc1c51b98b713878831a87748e69, 2
366fdcb3cb3e943d743bfd4f6de2329f, 2
3adfcc7eaa142c78eb0438c5ae7ee135, 2
a6554dd59f562fcc47471dcfe8d21771, 2
97fed4bf528fb0398de264dc147b5884, 1
19e19842909616427da37bcbe43ffe72, 1
f18054ca837b6fe30caac685ef05f60a, 1
8e83eadb5bc12670fe1da286d83f4307, 1
80230275772c8b5491304cf5eb5022e1, 1
2cbb7cd44df8f84c61c0944d6655fe35, 1
6b92c2b39a3473dc1b15baf79483d3c1, 1
8d11decd1408cced12af88b00f569684, 1
feca45c0e4523f844779f747cdeecd38, 1
27ec17d1c81926e86b9a8f27387c1d3f, 1
