IP;PUTs
10.208.66.200;104
10.36.138.222;5
10.97.2.106;1
10.210.132.218;12
10.84.0.93;41
10.33.164.169;24
10.34.132.120;27
10.33.136.8;2
10.33.138.79;5
10.104.128.71;18
10.84.9.149;42
10.249.46.168;1
10.104.128.58;8
10.105.142.114;1
10.76.150.87;2
10.104.128.246;1
