IP;PUTs
10.84.9.149;42
10.33.136.8;2
10.34.132.120;27
10.210.132.218;12
10.104.128.71;1
10.208.66.200;24
10.33.164.169;23
10.104.128.246;1
10.104.128.58;8
10.105.142.114;1
10.249.46.168;1
10.33.138.79;5
